,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31,ROI32,ROI33,ROI34,ROI35,ROI36,ROI37,ROI38,ROI39,ROI40,ROI41,ROI42,ROI43,ROI44,ROI45,ROI46,ROI47,ROI48,ROI49,ROI50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject69,1.469696278,1.403904316,1.635818095,1.638778191,1.582847062,1.47637741,1.618798752,1.510180657,1.499261935,1.479554938,1.440318528,1.718953162,1.701233907,1.740897421,1.857483051,1.606146597,1.576518911,1.666440932,1.767845839,1.816360419,1.597919746,1.590432282,1.379214591,1.347403298,1.8169319,1.882314683,1.809462709,1.807843617,2.035307389,2.053669732,1.770504844,1.649076377,1.483171648,1.357796051,1.25576821,1.108209569,1.546725677,1.497317914,1.656895825,1.548238424,1.486486187,1.564015326,1.538094803,1.642584088,1.609430228,1.549014493,1.481339241,1.592092393,1.235250245,1.307042473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject70,1.501304773,1.512829778,1.413761352,1.336184925,1.471261515,1.431693035,1.478695724,1.257486916,1.336901076,1.272277192,1.340186417,1.690747741,1.695127037,1.611260952,1.694148547,1.32174875,1.32434435,1.556530305,1.717385394,1.793729275,1.528991095,1.537513396,1.346197939,1.448426784,1.633379708,1.75299452,1.732175212,1.810353695,1.888350215,1.88638856,1.521606643,1.410267438,1.334843762,1.136563037,1.018328241,0.822097792,1.427605179,1.54979769,1.604143857,1.484611722,1.648650708,1.664641944,1.447169823,1.395987423,1.87091996,1.808377411,1.304465326,1.308845102,1.130575844,1.252229378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject71,1.21729268,1.16674872,1.181827247,1.075454496,1.22154369,1.142025859,1.007331791,1.147658597,1.170028266,0.982227134,0.975791648,1.312911527,1.244301923,1.134040656,1.157101471,1.088349889,1.040336341,1.159164184,1.227833821,1.267123259,1.247853021,1.238549816,1.287425535,1.360166508,1.193104572,1.311780051,1.507801196,1.542553843,1.468784718,1.657968779,1.156981248,1.133933982,1.157095566,1.024373701,0.966883125,0.869459516,1.210689942,1.299345091,1.130217787,1.141730604,1.271731729,1.28565296,1.074917606,1.053800788,1.38841536,1.316338089,1.069914688,1.085845411,1.125576298,1.189368285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject72,1.454581956,1.453413617,1.445462297,1.423175525,1.493862279,1.563485743,1.363916981,1.416378265,1.419177213,1.390104974,1.426080737,1.576616355,1.519038466,1.67630861,1.674920487,1.505253388,1.492338178,1.473525606,1.528617294,1.563772247,1.468858634,1.409369068,1.284861984,1.435535798,1.627171875,1.693141646,1.587716535,1.692037072,1.795831818,1.894161403,1.54125203,1.534117573,1.376376114,1.386530766,1.242462463,1.168487685,1.359292146,1.494875763,1.489666129,1.536258236,1.40286214,1.355464479,1.505393092,1.588097145,1.532267897,1.38155827,1.368630506,1.35800095,1.136351335,1.199572793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject73,1.175276772,1.047898064,1.255411953,1.127783653,1.229055303,1.130771322,1.156436197,1.161619068,1.150155544,1.016482915,1.02276571,1.347387623,1.239155815,1.210732036,1.251820085,1.127374352,1.045256428,1.274715516,1.302332652,1.301908339,1.223817016,1.128755585,0.955872306,1.150380481,1.262148742,1.389579981,1.329668346,1.315751981,1.60844077,1.759494555,1.309275464,1.178872782,1.125781458,1.094480674,0.969630766,0.864250857,1.200494108,1.261915246,1.295124341,1.225255223,1.260324222,1.253345251,1.128912628,1.143008815,1.281557401,1.302561408,1.09697128,1.131965975,1.110657655,1.148310249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject74,1.733090749,1.442204013,1.704001792,1.553685651,1.706779248,1.553908762,1.423979196,1.327057715,1.422938776,1.318363748,1.272177767,1.715996372,1.65950794,1.694145803,1.716897779,1.370474477,1.39503716,1.655079138,1.724498575,1.791502737,1.767627531,1.54639282,1.273496819,1.357626368,1.652893389,1.828897942,1.789925747,1.918642729,1.953484159,2.055614598,1.823263306,1.623747135,1.543743935,1.287967001,1.18618714,0.887198541,1.420782993,1.63389748,1.888387761,1.578717541,1.600046759,1.528064326,1.69757135,1.558381082,1.721998303,1.521037758,1.49734326,1.529178796,1.271822593,1.249073748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject75,1.328372307,1.357015186,1.406939785,1.275359058,1.367881002,1.310519329,1.174034383,1.185066444,1.170427552,1.160193443,1.176338164,1.41323249,1.354641615,1.33188519,1.413851334,1.250834782,1.171977896,1.363511794,1.302593862,1.364605844,1.526792646,1.4282458,1.154356162,1.28576938,1.425727622,1.616701299,1.429606287,1.545080031,1.718442425,2.000771454,1.252798125,1.204426721,1.232436277,1.097694371,1.063606322,0.866286348,1.165331626,1.300936161,1.39239384,1.229126884,1.389121151,1.401561391,1.446955207,1.524321511,1.337384877,1.386861664,1.136336392,1.280179849,1.218641835,1.313874454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject76,1.210169778,1.078706328,1.289055234,1.09793198,1.160636666,1.136313855,1.015771942,1.102495114,1.054993799,0.969324694,1.015552957,1.267856821,1.196279755,1.068413081,1.244665124,1.069434842,1.026280192,1.120683941,1.171413325,1.2776886,1.325104788,1.170057119,1.070117989,1.142677915,1.220090353,1.444054935,1.285816165,1.376401013,1.515670563,1.695214783,1.030214519,1.24028927,1.056420484,1.008496391,0.823722886,0.806623416,1.029605974,1.181177341,1.09260264,1.146370209,1.28420823,1.344366891,1.176644784,1.170528648,1.281452591,1.351224263,1.042034464,1.130890995,1.097560487,1.165212449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject77,1.567371871,1.459882842,1.634866022,1.531076794,1.60413549,1.364940033,1.538995057,1.453293621,1.491464681,1.48167888,1.472475114,1.661718781,1.635058187,1.628679544,1.748536526,1.448285784,1.398329557,1.646857136,1.690559723,1.747843259,1.555976506,1.50954314,1.386361696,1.504224805,1.771294635,1.864915041,1.644099908,1.70114203,1.963382832,2.03352317,1.631774138,1.327833244,1.486424855,1.255485754,1.12111377,0.934728947,1.447873286,1.469979942,1.640838215,1.493278088,1.409007987,1.539944876,1.443563235,1.461939893,1.462576036,1.56390336,1.408153109,1.452517452,1.092015231,1.280512868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject78,1.234383476,1.196597754,1.170060078,1.206087385,1.220554333,1.281882694,1.088932731,1.05203986,1.059703029,0.947812278,0.985322751,1.196812123,1.143390369,1.015743768,1.156677878,1.017345857,1.032466517,1.128475914,1.078020083,1.150149082,1.262227338,1.292752242,0.983272333,1.096932178,1.177299637,1.329742316,1.290893847,1.286084801,1.576772858,1.731871536,1.178410963,1.082327437,1.009568389,0.970812,0.880262471,0.744872576,1.063103654,1.107034521,1.274473719,1.216535857,1.195403229,1.254379141,1.112082899,1.339723644,1.229117429,1.218248556,1.147934955,1.153672696,1.063304156,1.138995512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject79,1.269389403,1.183467443,1.432974709,1.291585354,1.287876434,1.264076712,1.321738243,1.170903432,1.233908439,1.140878812,1.235185373,1.546310435,1.478853214,1.488082893,1.552897881,1.183755791,1.230712877,1.397667435,1.575702313,1.660044343,1.541326421,1.480889818,1.083373243,1.173125396,1.508931985,1.566123789,1.521867178,1.573431691,1.731396122,1.762810508,1.471930736,1.413161986,1.277956914,1.320109314,0.946708788,0.770245101,1.282600789,1.417715951,1.4683624,1.516313349,1.51261586,1.672303009,1.633127789,1.543792328,1.754888073,1.875917006,1.359609519,1.41200176,1.141106677,1.344764397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject80,1.220284335,1.067764472,1.1120177,0.995341318,1.210323803,1.029345032,0.992953108,1.11210084,1.103665705,0.993085588,0.984997256,1.197592277,1.14435717,1.061893939,1.190825668,1.25448855,1.080969892,1.102646355,1.077914187,1.218494659,1.176266069,1.05239817,1.129192675,1.236731913,1.288191918,1.498360279,1.32258675,1.425290542,1.493158773,1.625234696,1.248316726,1.032055321,1.066362059,0.981901734,0.860073865,0.75535375,1.048390884,1.129059527,1.139553595,1.14415616,1.10086804,1.155828762,1.003133634,1.02973516,1.175176076,1.214022068,0.980363294,1.118953295,0.964775278,1.076283573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject81,1.396155676,1.498809659,1.522766359,1.389591572,1.662876019,1.596039983,1.598890571,1.562425243,1.504460982,1.251309876,1.502286706,1.812081457,1.637477026,1.750712184,1.90347786,1.634741765,1.652655382,1.678267969,1.794236417,1.82195837,1.549885993,1.647821856,1.255448775,1.301757764,1.6925471,1.809969212,1.772012981,1.778038791,2.032117472,1.982663906,1.820454171,1.63931932,1.533002164,1.535940841,1.335097309,1.204756879,1.622552469,1.602304299,1.652910249,1.675650979,1.591988316,1.598267847,1.645489903,1.662755852,1.590110573,1.518510513,1.409790745,1.498337857,1.23909124,1.409988104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject82,1.478221229,1.399121643,1.439077807,1.335242604,1.569351262,1.50125626,1.537091165,1.378649271,1.420079968,1.38329377,1.460761475,1.600572328,1.571192709,1.560350949,1.655604976,1.424854632,1.494474031,1.550883332,1.4825691,1.597545764,1.663717058,1.448270133,1.326423043,1.440679203,1.661536486,1.786145919,1.857669804,1.941288749,2.073718086,2.033058241,1.73093809,1.682999152,1.638385004,1.457006673,1.249443995,1.106003165,1.526861064,1.622976873,1.718526487,1.541633868,1.589738682,1.43814652,1.613802046,1.448270615,1.462665862,1.304904265,1.345520373,1.371373436,1.240420648,1.243689125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
